lease_id,unit_id,property_id,metro,lease_start_date,leased_month,as_of_date,tenure_months,monthly_rent,market_rent_proxy,rent_to_market_ratio,late_payment_count_12m,work_order_count_12m,prior_renewal_count,bedrooms,renewed,synthetic_signal_z,dataset_version_id,cohort_month,is_long_tenure,high_service_load,ecosystem_segment,brand_line,flagship_style,metro_cluster,property_name,renewal_probability_ml,predicted_renewed_flag,risk_score,risk_tier,mlflow_run_id,model_name,scored_at
L001398,PROP020-U0207,PROP020,Denver,2024-10-26,2024-10,2026-08-17,22,1915.99,1826.86,1.0488,0,2,0,4,1,0.0701,synthetic-demo-core-intel-v2026-05-16,2024-10,1,0,btr_single_family_lot,SignalLoop synthetic,townhome_strip,college_city_corridor,Waypoint Quarter,0.42799,0,0.57201,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001399,PROP023-U0196,PROP023,Orlando,2023-11-12,2023-11,2024-08-08,9,1871.11,1904.55,0.9824,2,3,2,2,1,0.3977,synthetic-demo-core-intel-v2026-05-16,2023-11,0,1,hybrid_corner,TapestryBands synthetic,townhome_strip,college_city_corridor,Waypoint Park,0.56865,1,0.43135,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001400,PROP015-U0159,PROP015,Columbus,2021-09-11,2021-09,2022-06-08,9,1725.52,1562.02,1.1047,0,1,0,2,1,-0.0633,synthetic-demo-core-intel-v2026-05-16,2021-09,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.31923,0,0.68077,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001401,PROP029-U0140,PROP029,Bloomington,2024-07-15,2024-07,2025-11-07,16,1398.43,1542.19,0.9068,0,2,1,2,0,0.4119,synthetic-demo-core-intel-v2026-05-16,2024-07,1,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.47162,0,0.52838,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001402,PROP029-U0022,PROP029,Bloomington,2023-11-02,2023-11,2025-08-23,22,1789.04,1860.1,0.9618,0,3,2,2,0,0.4256,synthetic-demo-core-intel-v2026-05-16,2023-11,1,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.55007,1,0.44993,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001403,PROP005-U0348,PROP005,Columbus,2022-03-12,2022-03,2023-01-06,10,1429.9,1408.74,1.015,0,0,2,3,1,0.8797,synthetic-demo-core-intel-v2026-05-16,2022-03,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.49304,0,0.50696,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001404,PROP036-U0347,PROP036,Columbus,2024-08-20,2024-08,2025-02-16,6,1761.83,1781.79,0.9888,2,2,3,3,1,0.9711,synthetic-demo-core-intel-v2026-05-16,2024-08,0,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.60007,1,0.39993,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001405,PROP007-U0097,PROP007,Columbus,2021-12-14,2021-12,2023-08-06,20,1973.07,1922.36,1.0264,1,0,2,3,0,0.7494,synthetic-demo-core-intel-v2026-05-16,2021-12,1,0,btr_single_family_lot,TapestryBands synthetic,cottage_cluster,growth_infill,Alto Terrace,0.47569,0,0.52431,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001406,PROP020-U0081,PROP020,Denver,2023-06-22,2023-06,2024-11-13,17,1842.59,1572.65,1.1716,0,1,0,3,1,0.0963,synthetic-demo-core-intel-v2026-05-16,2023-06,1,0,btr_single_family_lot,SignalLoop synthetic,townhome_strip,college_city_corridor,Waypoint Quarter,0.35731,0,0.64269,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001407,PROP016-U0019,PROP016,Columbus,2023-07-28,2023-07,2025-02-17,19,1453.33,1330.94,1.092,1,2,3,2,1,0.6069,synthetic-demo-core-intel-v2026-05-16,2023-07,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.51394,1,0.48606,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001408,PROP016-U0380,PROP016,Columbus,2024-09-10,2024-09,2025-10-05,13,1623.96,1599.1,1.0155,0,2,1,1,1,0.325,synthetic-demo-core-intel-v2026-05-16,2024-09,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.40098,0,0.59902,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001409,PROP006-U0072,PROP006,Nashville,2023-03-10,2023-03,2023-11-05,8,1701.18,1650.16,1.0309,0,1,0,2,0,0.1363,synthetic-demo-core-intel-v2026-05-16,2023-03,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.42506,0,0.57494,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001410,PROP013-U0087,PROP013,Denver,2024-10-24,2024-10,2025-10-19,12,1633.13,1723.02,0.9478,1,3,3,5,0,1.3194,synthetic-demo-core-intel-v2026-05-16,2024-10,0,0,btr_single_family_lot,TapestryBands synthetic,cottage_cluster,major_msa_hub,Piedmont Walk,0.71582,1,0.28418,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001411,PROP002-U0257,PROP002,Chicago,2022-02-03,2022-02,2023-04-29,15,1743.53,1826.57,0.9545,1,2,2,4,1,0.7624,synthetic-demo-core-intel-v2026-05-16,2022-02,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.53562,1,0.46438,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001412,PROP036-U0132,PROP036,Columbus,2024-01-28,2024-01,2025-03-23,14,1884.95,1795.26,1.05,1,0,3,1,0,0.8975,synthetic-demo-core-intel-v2026-05-16,2024-01,0,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.51274,1,0.48726,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001413,PROP006-U0265,PROP006,Nashville,2021-12-10,2021-12,2023-10-31,23,1899.45,1744.94,1.0885,0,1,3,2,1,0.7185,synthetic-demo-core-intel-v2026-05-16,2021-12,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.61262,1,0.38738,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001414,PROP018-U0005,PROP018,Madison,2024-10-31,2024-10,2025-08-27,10,1670.33,1777.5,0.9397,2,2,0,2,0,-0.0526,synthetic-demo-core-intel-v2026-05-16,2024-10,0,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.33655,0,0.66345,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001415,PROP010-U0249,PROP010,Denver,2023-12-06,2023-12,2024-11-30,12,1475.27,1499.0,0.9842,0,1,4,1,1,1.3694,synthetic-demo-core-intel-v2026-05-16,2023-12,0,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.6767,1,0.3233,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001416,PROP009-U0050,PROP009,Denver,2023-05-27,2023-05,2024-02-21,9,1622.88,1537.13,1.0558,1,2,1,1,1,0.2857,synthetic-demo-core-intel-v2026-05-16,2023-05,0,0,student_housing_pad,LivStripe-O synthetic,townhome_strip,growth_infill,Catalyst Terrace,0.43767,0,0.56233,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001417,PROP015-U0216,PROP015,Columbus,2021-04-03,2021-04,2022-08-26,17,1556.48,1405.39,1.1075,3,0,3,2,1,0.5599,synthetic-demo-core-intel-v2026-05-16,2021-04,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.46308,0,0.53692,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001418,PROP036-U0080,PROP036,Columbus,2022-11-27,2022-11,2024-09-17,22,1621.7,1528.54,1.0609,1,0,3,1,1,0.6427,synthetic-demo-core-intel-v2026-05-16,2022-11,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.47757,0,0.52243,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001419,PROP017-U0134,PROP017,Austin,2021-07-21,2021-07,2023-06-11,23,2138.79,2210.05,0.9678,0,1,0,4,1,0.2615,synthetic-demo-core-intel-v2026-05-16,2021-07,1,0,btr_single_family_lot,MetroHalo synthetic,townhome_strip,growth_infill,Tapestry Flats,0.42909,0,0.57091,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001420,PROP035-U0215,PROP035,Madison,2024-07-08,2024-07,2025-05-04,10,1562.45,1786.48,0.8746,0,0,0,2,1,0.2893,synthetic-demo-core-intel-v2026-05-16,2024-07,0,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,growth_infill,Brightline Courts,0.3527,0,0.6473,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001421,PROP030-U0048,PROP030,Phoenix,2022-06-15,2022-06,2023-08-09,14,1431.48,1405.7,1.0183,0,3,4,4,1,1.5192,synthetic-demo-core-intel-v2026-05-16,2022-06,0,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,sunbelt_launch,Catalyst Terrace,0.68819,1,0.31181,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001422,PROP016-U0179,PROP016,Columbus,2024-03-09,2024-03,2025-10-30,20,1793.88,1666.87,1.0762,0,0,0,1,0,-0.1629,synthetic-demo-core-intel-v2026-05-16,2024-03,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.27882,0,0.72118,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001423,PROP033-U0154,PROP033,Bloomington,2024-06-22,2024-06,2024-12-19,6,1691.29,2001.41,0.845,1,0,1,3,1,0.7142,synthetic-demo-core-intel-v2026-05-16,2024-06,0,0,student_housing_pad,MetroHalo synthetic,townhome_strip,sunbelt_launch,Nova Walk,0.51202,1,0.48798,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001424,PROP013-U0151,PROP013,Denver,2021-06-04,2021-06,2023-01-25,20,1938.23,1876.96,1.0326,0,2,4,4,1,1.4619,synthetic-demo-core-intel-v2026-05-16,2021-06,1,0,btr_single_family_lot,TapestryBands synthetic,cottage_cluster,major_msa_hub,Piedmont Walk,0.73024,1,0.26976,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001425,PROP018-U0233,PROP018,Madison,2023-11-29,2023-11,2024-07-26,8,1290.53,1203.42,1.0724,0,3,0,2,1,-0.1037,synthetic-demo-core-intel-v2026-05-16,2023-11,0,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.31902,0,0.68098,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001426,PROP026-U0469,PROP026,Chicago,2022-02-28,2022-02,2022-08-27,6,1377.76,1330.06,1.0359,1,1,3,1,1,0.8746,synthetic-demo-core-intel-v2026-05-16,2022-02,0,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.50934,1,0.49066,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001427,PROP023-U0058,PROP023,Orlando,2021-06-02,2021-06,2022-01-28,8,1497.58,1439.39,1.0404,1,0,1,2,0,0.2204,synthetic-demo-core-intel-v2026-05-16,2021-06,0,0,hybrid_corner,TapestryBands synthetic,townhome_strip,college_city_corridor,Waypoint Park,0.44051,0,0.55949,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001428,PROP030-U0072,PROP030,Phoenix,2021-12-31,2021-12,2023-11-21,23,1751.16,1940.28,0.9025,1,2,2,3,1,0.7426,synthetic-demo-core-intel-v2026-05-16,2021-12,1,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,sunbelt_launch,Catalyst Terrace,0.52555,1,0.47445,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001429,PROP007-U0143,PROP007,Columbus,2023-02-09,2023-02,2024-09-01,19,1775.02,1522.49,1.1659,1,2,0,3,1,-0.1129,synthetic-demo-core-intel-v2026-05-16,2023-02,1,0,btr_single_family_lot,TapestryBands synthetic,cottage_cluster,growth_infill,Alto Terrace,0.30219,0,0.69781,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001430,PROP018-U0197,PROP018,Madison,2024-04-12,2024-04,2026-01-02,21,1288.66,1353.78,0.9519,1,2,2,3,1,0.5859,synthetic-demo-core-intel-v2026-05-16,2024-04,1,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.47632,0,0.52368,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001431,PROP026-U0272,PROP026,Chicago,2023-08-27,2023-08,2025-03-19,19,2138.67,2136.68,1.0009,0,1,1,2,0,0.2367,synthetic-demo-core-intel-v2026-05-16,2023-08,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.40711,0,0.59289,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001432,PROP012-U0316,PROP012,Denver,2021-11-23,2021-11,2023-08-15,21,2063.03,1965.41,1.0497,3,1,3,4,1,0.7359,synthetic-demo-core-intel-v2026-05-16,2021-11,1,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.61374,1,0.38626,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001433,PROP032-U0091,PROP032,Austin,2022-02-19,2022-02,2023-05-15,15,1750.68,1700.69,1.0294,0,0,3,2,1,1.0103,synthetic-demo-core-intel-v2026-05-16,2022-02,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.5777,1,0.4223,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001434,PROP011-U0621,PROP011,Denver,2022-03-02,2022-03,2023-12-22,22,1581.42,1547.72,1.0218,2,1,2,1,1,0.2886,synthetic-demo-core-intel-v2026-05-16,2022-03,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.47046,0,0.52954,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001435,PROP011-U0618,PROP011,Denver,2023-10-28,2023-10,2024-05-25,7,2055.77,2071.16,0.9926,0,1,0,1,0,0.118,synthetic-demo-core-intel-v2026-05-16,2023-10,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.40454,0,0.59546,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001436,PROP012-U0263,PROP012,Denver,2022-12-28,2022-12,2024-05-21,17,2094.06,2013.73,1.0399,2,2,3,3,1,0.9121,synthetic-demo-core-intel-v2026-05-16,2022-12,1,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.62814,1,0.37186,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001437,PROP026-U0419,PROP026,Chicago,2021-02-03,2021-02,2022-10-26,21,1401.32,1393.52,1.0056,0,1,2,2,0,0.4804,synthetic-demo-core-intel-v2026-05-16,2021-02,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.44756,0,0.55244,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001438,PROP005-U0311,PROP005,Columbus,2021-04-17,2021-04,2023-05-07,25,1653.16,1543.93,1.0707,0,3,3,1,0,0.4985,synthetic-demo-core-intel-v2026-05-16,2021-04,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.52387,1,0.47613,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001439,PROP006-U0253,PROP006,Nashville,2021-04-16,2021-04,2022-05-11,13,1633.49,1936.44,0.8436,0,2,3,2,1,1.2772,synthetic-demo-core-intel-v2026-05-16,2021-04,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.71203,1,0.28797,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001440,PROP028-U0455,PROP028,Chicago,2024-09-07,2024-09,2025-06-04,9,1521.32,1651.83,0.921,1,1,0,3,1,0.2597,synthetic-demo-core-intel-v2026-05-16,2024-09,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,major_msa_hub,Brightline Park,0.36617,0,0.63383,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001441,PROP010-U0139,PROP010,Denver,2022-12-08,2022-12,2024-07-30,20,1547.8,1612.08,0.9601,0,3,0,4,1,0.0578,synthetic-demo-core-intel-v2026-05-16,2022-12,1,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.45981,0,0.54019,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001442,PROP005-U0147,PROP005,Columbus,2022-11-19,2022-11,2023-06-17,7,1568.15,1509.0,1.0392,0,1,2,2,1,0.6451,synthetic-demo-core-intel-v2026-05-16,2022-11,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.48609,0,0.51391,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001443,PROP011-U0147,PROP011,Denver,2023-12-02,2023-12,2025-08-23,21,1643.74,1758.51,0.9347,0,1,4,2,1,1.2261,synthetic-demo-core-intel-v2026-05-16,2023-12,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.69873,1,0.30127,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001444,PROP015-U0318,PROP015,Columbus,2021-09-24,2021-09,2023-05-17,20,1645.18,1687.03,0.9752,1,1,1,2,1,0.1565,synthetic-demo-core-intel-v2026-05-16,2021-09,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.39411,0,0.60589,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001445,PROP002-U0291,PROP002,Chicago,2021-02-14,2021-02,2022-09-07,19,1956.74,1976.54,0.99,1,0,2,2,0,0.5185,synthetic-demo-core-intel-v2026-05-16,2021-02,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.45348,0,0.54652,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001446,PROP030-U0148,PROP030,Phoenix,2022-01-15,2022-01,2022-12-11,11,1694.24,1617.48,1.0475,0,4,3,3,1,1.1279,synthetic-demo-core-intel-v2026-05-16,2022-01,0,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,sunbelt_launch,Catalyst Terrace,0.61459,1,0.38541,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001447,PROP005-U0304,PROP005,Columbus,2021-10-19,2021-10,2022-06-16,8,1836.56,1879.43,0.9772,2,3,4,3,1,1.2548,synthetic-demo-core-intel-v2026-05-16,2021-10,0,1,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.67776,1,0.32224,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001448,PROP015-U0391,PROP015,Columbus,2024-01-23,2024-01,2025-07-16,18,1315.87,1504.18,0.8748,1,5,3,1,1,0.804,synthetic-demo-core-intel-v2026-05-16,2024-01,1,1,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.59188,1,0.40812,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001449,PROP010-U0074,PROP010,Denver,2024-02-20,2024-02,2025-03-16,13,1650.4,1661.71,0.9932,2,0,4,2,1,1.2292,synthetic-demo-core-intel-v2026-05-16,2024-02,0,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.66398,1,0.33602,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001450,PROP011-U0537,PROP011,Denver,2023-06-07,2023-06,2024-07-01,13,1856.05,1814.45,1.0229,1,2,4,2,0,1.19,synthetic-demo-core-intel-v2026-05-16,2023-06,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.6973,1,0.3027,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001451,PROP002-U0444,PROP002,Chicago,2024-06-27,2024-06,2025-03-24,9,1735.1,1749.74,0.9916,0,1,0,2,1,0.0893,synthetic-demo-core-intel-v2026-05-16,2024-06,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.34304,0,0.65696,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001452,PROP035-U0057,PROP035,Madison,2022-10-13,2022-10,2023-10-08,12,1509.33,1514.94,0.9963,0,1,2,1,1,0.703,synthetic-demo-core-intel-v2026-05-16,2022-10,0,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,growth_infill,Brightline Courts,0.44635,0,0.55365,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001453,PROP034-U0347,PROP034,Madison,2021-12-03,2021-12,2023-09-24,22,1662.62,1585.3,1.0488,1,0,3,3,0,0.8192,synthetic-demo-core-intel-v2026-05-16,2021-12,1,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,major_msa_hub,Alto Walk,0.50755,1,0.49245,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001454,PROP006-U0048,PROP006,Nashville,2022-04-10,2022-04,2024-02-29,23,2101.33,1968.94,1.0672,2,1,2,2,1,0.2672,synthetic-demo-core-intel-v2026-05-16,2022-04,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.52645,1,0.47355,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001455,PROP010-U0013,PROP010,Denver,2021-07-18,2021-07,2022-07-13,12,1439.12,1536.15,0.9368,0,5,0,1,0,0.0253,synthetic-demo-core-intel-v2026-05-16,2021-07,0,1,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.43159,0,0.56841,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001456,PROP032-U0316,PROP032,Austin,2024-06-14,2024-06,2025-02-09,8,1824.47,2011.4,0.9071,1,0,3,1,1,1.1205,synthetic-demo-core-intel-v2026-05-16,2024-06,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.60547,1,0.39453,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001457,PROP015-U0527,PROP015,Columbus,2023-04-26,2023-04,2023-10-23,6,1836.1,2189.72,0.8385,1,0,0,2,1,0.253,synthetic-demo-core-intel-v2026-05-16,2023-04,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.38944,0,0.61056,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001458,PROP003-U0087,PROP003,Denver,2023-12-18,2023-12,2024-09-13,9,1581.05,1642.64,0.9625,0,1,1,3,1,0.6986,synthetic-demo-core-intel-v2026-05-16,2023-12,0,0,hybrid_corner,HarbourGlow synthetic,cottage_cluster,major_msa_hub,Nova Courts,0.51367,1,0.48633,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001459,PROP006-U0165,PROP006,Nashville,2022-01-30,2022-01,2022-07-29,6,2122.52,2143.58,0.9902,0,0,4,2,1,1.4733,synthetic-demo-core-intel-v2026-05-16,2022-01,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.73751,1,0.26249,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001460,PROP015-U0509,PROP015,Columbus,2023-10-03,2023-10,2025-04-25,19,2118.67,2281.07,0.9288,0,1,4,3,1,1.4241,synthetic-demo-core-intel-v2026-05-16,2023-10,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.69023,1,0.30977,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001461,PROP021-U0178,PROP021,Nashville,2022-04-08,2022-04,2023-09-30,18,2178.98,2010.8,1.0836,1,2,0,2,1,-0.1019,synthetic-demo-core-intel-v2026-05-16,2022-04,1,0,btr_single_family_lot,TapestryBands synthetic,townhome_strip,college_city_corridor,Alto District,0.40438,0,0.59562,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
